,country,variable,percentile,year,value,age,pop
0,SC,sptinc992j,p90p100,1998,0.5271,992,j
1,MU,sptinc992j,p90p100,1998,0.4578,992,j
2,DZ,sptinc992j,p90p100,1998,0.4193,992,j
3,TN,sptinc992j,p90p100,1998,0.4888,992,j
4,BW,sptinc992j,p90p100,1998,0.6949,992,j
5,LY,sptinc992j,p90p100,1998,0.4492,992,j
6,ZA,sptinc992j,p90p100,1998,0.5152,992,j
7,GA,sptinc992j,p90p100,1998,0.5078,992,j
8,EG,sptinc992j,p90p100,1998,0.5099,992,j
9,MA,sptinc992j,p90p100,1998,0.4812,992,j
10,ST,sptinc992j,p90p100,1998,0.3969,992,j
11,GH,sptinc992j,p90p100,1998,0.4845,992,j
12,ZM,sptinc992j,p90p100,1998,0.56,992,j
13,GQ,sptinc992j,p90p100,1998,0.5116,992,j
14,KE,sptinc992j,p90p100,1998,0.5463,992,j
15,AO,sptinc992j,p90p100,1998,0.5418,992,j
16,CM,sptinc992j,p90p100,1998,0.533,992,j
17,ZW,sptinc992j,p90p100,1998,0.5741,992,j
18,KM,sptinc992j,p90p100,1998,0.5589,992,j
19,RW,sptinc992j,p90p100,1998,0.5741,992,j
20,NG,sptinc992j,p90p100,1998,0.4649,992,j
21,TZ,sptinc992j,p90p100,1998,0.4491,992,j
22,UG,sptinc992j,p90p100,1998,0.5177,992,j
23,MR,sptinc992j,p90p100,1998,0.4536,992,j
24,SC,anninc992i,p0p100,1998,231224.0,992,i
25,MU,anninc992i,p0p100,1998,292665.7,992,i
26,DZ,anninc992i,p0p100,1998,611046.3,992,i
27,TN,anninc992i,p0p100,1998,8458.6,992,i
28,BW,anninc992i,p0p100,1998,98289.5,992,i
29,LY,anninc992i,p0p100,1998,17930.6,992,i
30,ZA,anninc992i,p0p100,1998,99737.8,992,i
31,GA,anninc992i,p0p100,1998,9545004.0,992,i
32,EG,anninc992i,p0p100,1998,58174.5,992,i
33,MA,anninc992i,p0p100,1998,31560.4,992,i
34,ST,anninc992i,p0p100,1998,58696.5,992,i
35,GH,anninc992i,p0p100,1998,11033.0,992,i
36,ZM,anninc992i,p0p100,1998,19410.4,992,i
37,GQ,anninc992i,p0p100,1998,3749133.3,992,i
38,KE,anninc992i,p0p100,1998,288176.6,992,i
39,AO,anninc992i,p0p100,1998,1395326.8,992,i
40,CM,anninc992i,p0p100,1998,1340613.1,992,i
41,ZW,anninc992i,p0p100,1998,4966.3,992,i
42,KM,anninc992i,p0p100,1998,1082578.0,992,i
43,RW,anninc992i,p0p100,1998,582949.0,992,i
44,NG,anninc992i,p0p100,1998,891319.3,992,i
45,TZ,anninc992i,p0p100,1998,2423449.0,992,i
46,UG,anninc992i,p0p100,1998,3506619.5,992,i
47,MR,anninc992i,p0p100,1998,66933.9,992,i
48,SC,agdpro992i,p0p100,1998,260832.6,992,i
49,MU,agdpro992i,p0p100,1998,307612.4,992,i
50,DZ,agdpro992i,p0p100,1998,682288.7,992,i
51,TN,agdpro992i,p0p100,1998,10514.5,992,i
52,BW,agdpro992i,p0p100,1998,108429.1,992,i
53,LY,agdpro992i,p0p100,1998,18609.6,992,i
54,ZA,agdpro992i,p0p100,1998,117655.8,992,i
55,GA,agdpro992i,p0p100,1998,12369358.0,992,i
56,EG,agdpro992i,p0p100,1998,60337.0,992,i
57,MA,agdpro992i,p0p100,1998,33483.1,992,i
58,ST,agdpro992i,p0p100,1998,66049.0,992,i
59,GH,agdpro992i,p0p100,1998,11969.9,992,i
60,ZM,agdpro992i,p0p100,1998,23110.4,992,i
61,GQ,agdpro992i,p0p100,1998,4550039.0,992,i
62,KE,agdpro992i,p0p100,1998,307169.5,992,i
63,AO,agdpro992i,p0p100,1998,1685373.0,992,i
64,CM,agdpro992i,p0p100,1998,1478885.8,992,i
65,ZW,agdpro992i,p0p100,1998,5618.7,992,i
66,KM,agdpro992i,p0p100,1998,1178712.9,992,i
67,RW,agdpro992i,p0p100,1998,619600.1,992,i
68,NG,agdpro992i,p0p100,1998,933346.6,992,i
69,TZ,agdpro992i,p0p100,1998,2934209.3,992,i
70,UG,agdpro992i,p0p100,1998,3756025.8,992,i
71,MR,agdpro992i,p0p100,1998,74801.7,992,i
72,SC,npopul999i,p0p100,1998,79064.0,999,i
73,MU,npopul999i,p0p100,1998,1165283.0,999,i
74,DZ,npopul999i,p0p100,1998,30192754.0,999,i
75,TN,npopul999i,p0p100,1998,9509857.0,999,i
76,BW,npopul999i,p0p100,1998,1575824.0,999,i
77,LY,npopul999i,p0p100,1998,5196780.0,999,i
78,ZA,npopul999i,p0p100,1998,41936884.0,999,i
79,GA,npopul999i,p0p100,1998,1170061.0,999,i
80,EG,npopul999i,p0p100,1998,66200268.0,999,i
81,MA,npopul999i,p0p100,1998,28110444.0,999,i
82,ST,npopul999i,p0p100,1998,137848.0,999,i
83,GH,npopul999i,p0p100,1998,18357156.0,999,i
84,ZM,npopul999i,p0p100,1998,9866476.0,999,i
85,GQ,npopul999i,p0p100,1998,558492.0,999,i
86,KE,npopul999i,p0p100,1998,30250488.0,999,i
87,AO,npopul999i,p0p100,1998,15359601.0,999,i
88,CM,npopul999i,p0p100,1998,14723768.0,999,i
89,ZW,npopul999i,p0p100,1998,11747072.0,999,i
90,KM,npopul999i,p0p100,1998,515385.0,999,i
91,RW,npopul999i,p0p100,1998,6962802.0,999,i
92,NG,npopul999i,p0p100,1998,116319760.0,999,i
93,TZ,npopul999i,p0p100,1998,31060196.0,999,i
94,UG,npopul999i,p0p100,1998,22290780.0,999,i
95,MR,npopul999i,p0p100,1998,2496216.0,999,i
96,SC,sptinc992j,p50p90,1998,0.3504,992,j
97,MU,sptinc992j,p50p90,1998,0.3901,992,j
98,DZ,sptinc992j,p50p90,1998,0.4205,992,j
99,TN,sptinc992j,p50p90,1998,0.3838,992,j
100,BW,sptinc992j,p50p90,1998,0.2507,992,j
101,LY,sptinc992j,p50p90,1998,0.3956,992,j
102,ZA,sptinc992j,p50p90,1998,0.3716,992,j
103,GA,sptinc992j,p50p90,1998,0.367,992,j
104,EG,sptinc992j,p50p90,1998,0.3332,992,j
105,MA,sptinc992j,p50p90,1998,0.3833,992,j
106,ST,sptinc992j,p50p90,1998,0.4347,992,j
107,GH,sptinc992j,p50p90,1998,0.3829,992,j
108,ZM,sptinc992j,p50p90,1998,0.3423,992,j
109,GQ,sptinc992j,p50p90,1998,0.369,992,j
110,KE,sptinc992j,p50p90,1998,0.3416,992,j
111,AO,sptinc992j,p50p90,1998,0.3519,992,j
112,CM,sptinc992j,p50p90,1998,0.3485,992,j
113,ZW,sptinc992j,p50p90,1998,0.3248,992,j
114,KM,sptinc992j,p50p90,1998,0.3419,992,j
115,RW,sptinc992j,p50p90,1998,0.3148,992,j
116,NG,sptinc992j,p50p90,1998,0.4091,992,j
117,TZ,sptinc992j,p50p90,1998,0.4019,992,j
118,UG,sptinc992j,p50p90,1998,0.3555,992,j
119,MR,sptinc992j,p50p90,1998,0.4052,992,j
120,SC,anninc992i,p0p100,1998,231224.0,992,i
121,MU,anninc992i,p0p100,1998,292665.7,992,i
122,DZ,anninc992i,p0p100,1998,611046.3,992,i
123,TN,anninc992i,p0p100,1998,8458.6,992,i
124,BW,anninc992i,p0p100,1998,98289.5,992,i
125,LY,anninc992i,p0p100,1998,17930.6,992,i
126,ZA,anninc992i,p0p100,1998,99737.8,992,i
127,GA,anninc992i,p0p100,1998,9545004.0,992,i
128,EG,anninc992i,p0p100,1998,58174.5,992,i
129,MA,anninc992i,p0p100,1998,31560.4,992,i
130,ST,anninc992i,p0p100,1998,58696.5,992,i
131,GH,anninc992i,p0p100,1998,11033.0,992,i
132,ZM,anninc992i,p0p100,1998,19410.4,992,i
133,GQ,anninc992i,p0p100,1998,3749133.3,992,i
134,KE,anninc992i,p0p100,1998,288176.6,992,i
135,AO,anninc992i,p0p100,1998,1395326.8,992,i
136,CM,anninc992i,p0p100,1998,1340613.1,992,i
137,ZW,anninc992i,p0p100,1998,4966.3,992,i
138,KM,anninc992i,p0p100,1998,1082578.0,992,i
139,RW,anninc992i,p0p100,1998,582949.0,992,i
140,NG,anninc992i,p0p100,1998,891319.3,992,i
141,TZ,anninc992i,p0p100,1998,2423449.0,992,i
142,UG,anninc992i,p0p100,1998,3506619.5,992,i
143,MR,anninc992i,p0p100,1998,66933.9,992,i
144,SC,agdpro992i,p0p100,1998,260832.6,992,i
145,MU,agdpro992i,p0p100,1998,307612.4,992,i
146,DZ,agdpro992i,p0p100,1998,682288.7,992,i
147,TN,agdpro992i,p0p100,1998,10514.5,992,i
148,BW,agdpro992i,p0p100,1998,108429.1,992,i
149,LY,agdpro992i,p0p100,1998,18609.6,992,i
150,ZA,agdpro992i,p0p100,1998,117655.8,992,i
151,GA,agdpro992i,p0p100,1998,12369358.0,992,i
152,EG,agdpro992i,p0p100,1998,60337.0,992,i
153,MA,agdpro992i,p0p100,1998,33483.1,992,i
154,ST,agdpro992i,p0p100,1998,66049.0,992,i
155,GH,agdpro992i,p0p100,1998,11969.9,992,i
156,ZM,agdpro992i,p0p100,1998,23110.4,992,i
157,GQ,agdpro992i,p0p100,1998,4550039.0,992,i
158,KE,agdpro992i,p0p100,1998,307169.5,992,i
159,AO,agdpro992i,p0p100,1998,1685373.0,992,i
160,CM,agdpro992i,p0p100,1998,1478885.8,992,i
161,ZW,agdpro992i,p0p100,1998,5618.7,992,i
162,KM,agdpro992i,p0p100,1998,1178712.9,992,i
163,RW,agdpro992i,p0p100,1998,619600.1,992,i
164,NG,agdpro992i,p0p100,1998,933346.6,992,i
165,TZ,agdpro992i,p0p100,1998,2934209.3,992,i
166,UG,agdpro992i,p0p100,1998,3756025.8,992,i
167,MR,agdpro992i,p0p100,1998,74801.7,992,i
168,SC,npopul999i,p0p100,1998,79064.0,999,i
169,MU,npopul999i,p0p100,1998,1165283.0,999,i
170,DZ,npopul999i,p0p100,1998,30192754.0,999,i
171,TN,npopul999i,p0p100,1998,9509857.0,999,i
172,BW,npopul999i,p0p100,1998,1575824.0,999,i
173,LY,npopul999i,p0p100,1998,5196780.0,999,i
174,ZA,npopul999i,p0p100,1998,41936884.0,999,i
175,GA,npopul999i,p0p100,1998,1170061.0,999,i
176,EG,npopul999i,p0p100,1998,66200268.0,999,i
177,MA,npopul999i,p0p100,1998,28110444.0,999,i
178,ST,npopul999i,p0p100,1998,137848.0,999,i
179,GH,npopul999i,p0p100,1998,18357156.0,999,i
180,ZM,npopul999i,p0p100,1998,9866476.0,999,i
181,GQ,npopul999i,p0p100,1998,558492.0,999,i
182,KE,npopul999i,p0p100,1998,30250488.0,999,i
183,AO,npopul999i,p0p100,1998,15359601.0,999,i
184,CM,npopul999i,p0p100,1998,14723768.0,999,i
185,ZW,npopul999i,p0p100,1998,11747072.0,999,i
186,KM,npopul999i,p0p100,1998,515385.0,999,i
187,RW,npopul999i,p0p100,1998,6962802.0,999,i
188,NG,npopul999i,p0p100,1998,116319760.0,999,i
189,TZ,npopul999i,p0p100,1998,31060196.0,999,i
190,UG,npopul999i,p0p100,1998,22290780.0,999,i
191,MR,npopul999i,p0p100,1998,2496216.0,999,i
192,SC,sptinc992j,p0p50,1998,0.1225,992,j
193,MU,sptinc992j,p0p50,1998,0.152,992,j
194,DZ,sptinc992j,p0p50,1998,0.1602,992,j
195,TN,sptinc992j,p0p50,1998,0.1274,992,j
196,BW,sptinc992j,p0p50,1998,0.0544,992,j
197,LY,sptinc992j,p0p50,1998,0.1552,992,j
198,ZA,sptinc992j,p0p50,1998,0.1133,992,j
199,GA,sptinc992j,p0p50,1998,0.1251,992,j
200,EG,sptinc992j,p0p50,1998,0.1569,992,j
201,MA,sptinc992j,p0p50,1998,0.1355,992,j
202,ST,sptinc992j,p0p50,1998,0.1684,992,j
203,GH,sptinc992j,p0p50,1998,0.1326,992,j
204,ZM,sptinc992j,p0p50,1998,0.0977,992,j
205,GQ,sptinc992j,p0p50,1998,0.1194,992,j
206,KE,sptinc992j,p0p50,1998,0.1122,992,j
207,AO,sptinc992j,p0p50,1998,0.1063,992,j
208,CM,sptinc992j,p0p50,1998,0.1186,992,j
209,ZW,sptinc992j,p0p50,1998,0.1011,992,j
210,KM,sptinc992j,p0p50,1998,0.0992,992,j
211,RW,sptinc992j,p0p50,1998,0.1111,992,j
212,NG,sptinc992j,p0p50,1998,0.126,992,j
213,TZ,sptinc992j,p0p50,1998,0.149,992,j
214,UG,sptinc992j,p0p50,1998,0.1268,992,j
215,MR,sptinc992j,p0p50,1998,0.1413,992,j
216,SC,anninc992i,p0p100,1998,231224.0,992,i
217,MU,anninc992i,p0p100,1998,292665.7,992,i
218,DZ,anninc992i,p0p100,1998,611046.3,992,i
219,TN,anninc992i,p0p100,1998,8458.6,992,i
220,BW,anninc992i,p0p100,1998,98289.5,992,i
221,LY,anninc992i,p0p100,1998,17930.6,992,i
222,ZA,anninc992i,p0p100,1998,99737.8,992,i
223,GA,anninc992i,p0p100,1998,9545004.0,992,i
224,EG,anninc992i,p0p100,1998,58174.5,992,i
225,MA,anninc992i,p0p100,1998,31560.4,992,i
226,ST,anninc992i,p0p100,1998,58696.5,992,i
227,GH,anninc992i,p0p100,1998,11033.0,992,i
228,ZM,anninc992i,p0p100,1998,19410.4,992,i
229,GQ,anninc992i,p0p100,1998,3749133.3,992,i
230,KE,anninc992i,p0p100,1998,288176.6,992,i
231,AO,anninc992i,p0p100,1998,1395326.8,992,i
232,CM,anninc992i,p0p100,1998,1340613.1,992,i
233,ZW,anninc992i,p0p100,1998,4966.3,992,i
234,KM,anninc992i,p0p100,1998,1082578.0,992,i
235,RW,anninc992i,p0p100,1998,582949.0,992,i
236,NG,anninc992i,p0p100,1998,891319.3,992,i
237,TZ,anninc992i,p0p100,1998,2423449.0,992,i
238,UG,anninc992i,p0p100,1998,3506619.5,992,i
239,MR,anninc992i,p0p100,1998,66933.9,992,i
240,SC,agdpro992i,p0p100,1998,260832.6,992,i
241,MU,agdpro992i,p0p100,1998,307612.4,992,i
242,DZ,agdpro992i,p0p100,1998,682288.7,992,i
243,TN,agdpro992i,p0p100,1998,10514.5,992,i
244,BW,agdpro992i,p0p100,1998,108429.1,992,i
245,LY,agdpro992i,p0p100,1998,18609.6,992,i
246,ZA,agdpro992i,p0p100,1998,117655.8,992,i
247,GA,agdpro992i,p0p100,1998,12369358.0,992,i
248,EG,agdpro992i,p0p100,1998,60337.0,992,i
249,MA,agdpro992i,p0p100,1998,33483.1,992,i
250,ST,agdpro992i,p0p100,1998,66049.0,992,i
251,GH,agdpro992i,p0p100,1998,11969.9,992,i
252,ZM,agdpro992i,p0p100,1998,23110.4,992,i
253,GQ,agdpro992i,p0p100,1998,4550039.0,992,i
254,KE,agdpro992i,p0p100,1998,307169.5,992,i
255,AO,agdpro992i,p0p100,1998,1685373.0,992,i
256,CM,agdpro992i,p0p100,1998,1478885.8,992,i
257,ZW,agdpro992i,p0p100,1998,5618.7,992,i
258,KM,agdpro992i,p0p100,1998,1178712.9,992,i
259,RW,agdpro992i,p0p100,1998,619600.1,992,i
260,NG,agdpro992i,p0p100,1998,933346.6,992,i
261,TZ,agdpro992i,p0p100,1998,2934209.3,992,i
262,UG,agdpro992i,p0p100,1998,3756025.8,992,i
263,MR,agdpro992i,p0p100,1998,74801.7,992,i
264,SC,npopul999i,p0p100,1998,79064.0,999,i
265,MU,npopul999i,p0p100,1998,1165283.0,999,i
266,DZ,npopul999i,p0p100,1998,30192754.0,999,i
267,TN,npopul999i,p0p100,1998,9509857.0,999,i
268,BW,npopul999i,p0p100,1998,1575824.0,999,i
269,LY,npopul999i,p0p100,1998,5196780.0,999,i
270,ZA,npopul999i,p0p100,1998,41936884.0,999,i
271,GA,npopul999i,p0p100,1998,1170061.0,999,i
272,EG,npopul999i,p0p100,1998,66200268.0,999,i
273,MA,npopul999i,p0p100,1998,28110444.0,999,i
274,ST,npopul999i,p0p100,1998,137848.0,999,i
275,GH,npopul999i,p0p100,1998,18357156.0,999,i
276,ZM,npopul999i,p0p100,1998,9866476.0,999,i
277,GQ,npopul999i,p0p100,1998,558492.0,999,i
278,KE,npopul999i,p0p100,1998,30250488.0,999,i
279,AO,npopul999i,p0p100,1998,15359601.0,999,i
280,CM,npopul999i,p0p100,1998,14723768.0,999,i
281,ZW,npopul999i,p0p100,1998,11747072.0,999,i
282,KM,npopul999i,p0p100,1998,515385.0,999,i
283,RW,npopul999i,p0p100,1998,6962802.0,999,i
284,NG,npopul999i,p0p100,1998,116319760.0,999,i
285,TZ,npopul999i,p0p100,1998,31060196.0,999,i
286,UG,npopul999i,p0p100,1998,22290780.0,999,i
287,MR,npopul999i,p0p100,1998,2496216.0,999,i
288,SC,sptinc992j,p99p100,1998,0.2231,992,j
289,MU,sptinc992j,p99p100,1998,0.1374,992,j
290,DZ,sptinc992j,p99p100,1998,0.1149,992,j
291,TN,sptinc992j,p99p100,1998,0.1642,992,j
292,BW,sptinc992j,p99p100,1998,0.3152,992,j
293,LY,sptinc992j,p99p100,1998,0.1393,992,j
294,ZA,sptinc992j,p99p100,1998,0.1407,992,j
295,GA,sptinc992j,p99p100,1998,0.1714,992,j
296,EG,sptinc992j,p99p100,1998,0.1926,992,j
297,MA,sptinc992j,p99p100,1998,0.151,992,j
298,ST,sptinc992j,p99p100,1998,0.0912,992,j
299,GH,sptinc992j,p99p100,1998,0.1481,992,j
300,ZM,sptinc992j,p99p100,1998,0.2015,992,j
301,GQ,sptinc992j,p99p100,1998,0.1647,992,j
302,KE,sptinc992j,p99p100,1998,0.1936,992,j
303,AO,sptinc992j,p99p100,1998,0.193,992,j
304,CM,sptinc992j,p99p100,1998,0.1875,992,j
305,ZW,sptinc992j,p99p100,1998,0.2354,992,j
306,KM,sptinc992j,p99p100,1998,0.2097,992,j
307,RW,sptinc992j,p99p100,1998,0.2243,992,j
308,NG,sptinc992j,p99p100,1998,0.1252,992,j
309,TZ,sptinc992j,p99p100,1998,0.1244,992,j
310,UG,sptinc992j,p99p100,1998,0.1803,992,j
311,MR,sptinc992j,p99p100,1998,0.1169,992,j
312,SC,anninc992i,p0p100,1998,231224.0,992,i
313,MU,anninc992i,p0p100,1998,292665.7,992,i
314,DZ,anninc992i,p0p100,1998,611046.3,992,i
315,TN,anninc992i,p0p100,1998,8458.6,992,i
316,BW,anninc992i,p0p100,1998,98289.5,992,i
317,LY,anninc992i,p0p100,1998,17930.6,992,i
318,ZA,anninc992i,p0p100,1998,99737.8,992,i
319,GA,anninc992i,p0p100,1998,9545004.0,992,i
320,EG,anninc992i,p0p100,1998,58174.5,992,i
321,MA,anninc992i,p0p100,1998,31560.4,992,i
322,ST,anninc992i,p0p100,1998,58696.5,992,i
323,GH,anninc992i,p0p100,1998,11033.0,992,i
324,ZM,anninc992i,p0p100,1998,19410.4,992,i
325,GQ,anninc992i,p0p100,1998,3749133.3,992,i
326,KE,anninc992i,p0p100,1998,288176.6,992,i
327,AO,anninc992i,p0p100,1998,1395326.8,992,i
328,CM,anninc992i,p0p100,1998,1340613.1,992,i
329,ZW,anninc992i,p0p100,1998,4966.3,992,i
330,KM,anninc992i,p0p100,1998,1082578.0,992,i
331,RW,anninc992i,p0p100,1998,582949.0,992,i
332,NG,anninc992i,p0p100,1998,891319.3,992,i
333,TZ,anninc992i,p0p100,1998,2423449.0,992,i
334,UG,anninc992i,p0p100,1998,3506619.5,992,i
335,MR,anninc992i,p0p100,1998,66933.9,992,i
336,SC,agdpro992i,p0p100,1998,260832.6,992,i
337,MU,agdpro992i,p0p100,1998,307612.4,992,i
338,DZ,agdpro992i,p0p100,1998,682288.7,992,i
339,TN,agdpro992i,p0p100,1998,10514.5,992,i
340,BW,agdpro992i,p0p100,1998,108429.1,992,i
341,LY,agdpro992i,p0p100,1998,18609.6,992,i
342,ZA,agdpro992i,p0p100,1998,117655.8,992,i
343,GA,agdpro992i,p0p100,1998,12369358.0,992,i
344,EG,agdpro992i,p0p100,1998,60337.0,992,i
345,MA,agdpro992i,p0p100,1998,33483.1,992,i
346,ST,agdpro992i,p0p100,1998,66049.0,992,i
347,GH,agdpro992i,p0p100,1998,11969.9,992,i
348,ZM,agdpro992i,p0p100,1998,23110.4,992,i
349,GQ,agdpro992i,p0p100,1998,4550039.0,992,i
350,KE,agdpro992i,p0p100,1998,307169.5,992,i
351,AO,agdpro992i,p0p100,1998,1685373.0,992,i
352,CM,agdpro992i,p0p100,1998,1478885.8,992,i
353,ZW,agdpro992i,p0p100,1998,5618.7,992,i
354,KM,agdpro992i,p0p100,1998,1178712.9,992,i
355,RW,agdpro992i,p0p100,1998,619600.1,992,i
356,NG,agdpro992i,p0p100,1998,933346.6,992,i
357,TZ,agdpro992i,p0p100,1998,2934209.3,992,i
358,UG,agdpro992i,p0p100,1998,3756025.8,992,i
359,MR,agdpro992i,p0p100,1998,74801.7,992,i
360,SC,npopul999i,p0p100,1998,79064.0,999,i
361,MU,npopul999i,p0p100,1998,1165283.0,999,i
362,DZ,npopul999i,p0p100,1998,30192754.0,999,i
363,TN,npopul999i,p0p100,1998,9509857.0,999,i
364,BW,npopul999i,p0p100,1998,1575824.0,999,i
365,LY,npopul999i,p0p100,1998,5196780.0,999,i
366,ZA,npopul999i,p0p100,1998,41936884.0,999,i
367,GA,npopul999i,p0p100,1998,1170061.0,999,i
368,EG,npopul999i,p0p100,1998,66200268.0,999,i
369,MA,npopul999i,p0p100,1998,28110444.0,999,i
370,ST,npopul999i,p0p100,1998,137848.0,999,i
371,GH,npopul999i,p0p100,1998,18357156.0,999,i
372,ZM,npopul999i,p0p100,1998,9866476.0,999,i
373,GQ,npopul999i,p0p100,1998,558492.0,999,i
374,KE,npopul999i,p0p100,1998,30250488.0,999,i
375,AO,npopul999i,p0p100,1998,15359601.0,999,i
376,CM,npopul999i,p0p100,1998,14723768.0,999,i
377,ZW,npopul999i,p0p100,1998,11747072.0,999,i
378,KM,npopul999i,p0p100,1998,515385.0,999,i
379,RW,npopul999i,p0p100,1998,6962802.0,999,i
380,NG,npopul999i,p0p100,1998,116319760.0,999,i
381,TZ,npopul999i,p0p100,1998,31060196.0,999,i
382,UG,npopul999i,p0p100,1998,22290780.0,999,i
383,MR,npopul999i,p0p100,1998,2496216.0,999,i
384,SC,sptinc992j,p90p100,1999,0.5271,992,j
385,MU,sptinc992j,p90p100,1999,0.4578,992,j
386,DZ,sptinc992j,p90p100,1999,0.4163,992,j
387,TN,sptinc992j,p90p100,1999,0.4884,992,j
388,BW,sptinc992j,p90p100,1999,0.6951,992,j
389,LY,sptinc992j,p90p100,1999,0.4531,992,j
390,ZA,sptinc992j,p90p100,1999,0.5251,992,j
391,GA,sptinc992j,p90p100,1999,0.5078,992,j
392,EG,sptinc992j,p90p100,1999,0.5099,992,j
393,MA,sptinc992j,p90p100,1999,0.4889,992,j
394,ST,sptinc992j,p90p100,1999,0.3969,992,j
395,GH,sptinc992j,p90p100,1999,0.4864,992,j
396,ZM,sptinc992j,p90p100,1999,0.55,992,j
397,GQ,sptinc992j,p90p100,1999,0.5136,992,j
398,KE,sptinc992j,p90p100,1999,0.5469,992,j
399,AO,sptinc992j,p90p100,1999,0.5611,992,j
400,CM,sptinc992j,p90p100,1999,0.5279,992,j
401,ZW,sptinc992j,p90p100,1999,0.5694,992,j
402,KM,sptinc992j,p90p100,1999,0.5774,992,j
403,RW,sptinc992j,p90p100,1999,0.5863,992,j
404,NG,sptinc992j,p90p100,1999,0.4644,992,j
405,TZ,sptinc992j,p90p100,1999,0.4517,992,j
406,UG,sptinc992j,p90p100,1999,0.5321,992,j
407,MR,sptinc992j,p90p100,1999,0.4549,992,j
408,SC,anninc992i,p0p100,1999,229697.2,992,i
409,MU,anninc992i,p0p100,1999,326323.8,992,i
410,DZ,anninc992i,p0p100,1999,605911.4,992,i
411,TN,anninc992i,p0p100,1999,8797.2,992,i
412,BW,anninc992i,p0p100,1999,96601.2,992,i
413,LY,anninc992i,p0p100,1999,20651.6,992,i
414,ZA,anninc992i,p0p100,1999,98011.6,992,i
415,GA,anninc992i,p0p100,1999,8254058.0,992,i
416,EG,anninc992i,p0p100,1999,59336.8,992,i
417,MA,anninc992i,p0p100,1999,31155.8,992,i
418,ST,anninc992i,p0p100,1999,58621.4,992,i
419,GH,anninc992i,p0p100,1999,11226.8,992,i
420,ZM,anninc992i,p0p100,1999,20209.3,992,i
421,GQ,anninc992i,p0p100,1999,4442959.5,992,i
422,KE,anninc992i,p0p100,1999,286260.0,992,i
423,AO,anninc992i,p0p100,1999,1286605.3,992,i
424,CM,anninc992i,p0p100,1999,1306696.4,992,i
425,ZW,anninc992i,p0p100,1999,4886.9,992,i
426,KM,anninc992i,p0p100,1999,1068509.6,992,i
427,RW,anninc992i,p0p100,1999,572923.8,992,i
428,NG,anninc992i,p0p100,1999,842936.3,992,i
429,TZ,anninc992i,p0p100,1999,2498288.5,992,i
430,UG,anninc992i,p0p100,1999,3542014.8,992,i
431,MR,anninc992i,p0p100,1999,73356.5,992,i
432,SC,agdpro992i,p0p100,1999,260493.8,992,i
433,MU,agdpro992i,p0p100,1999,313061.3,992,i
434,DZ,agdpro992i,p0p100,1999,679992.5,992,i
435,TN,agdpro992i,p0p100,1999,10875.5,992,i
436,BW,agdpro992i,p0p100,1999,114711.7,992,i
437,LY,agdpro992i,p0p100,1999,21330.6,992,i
438,ZA,agdpro992i,p0p100,1999,116287.4,992,i
439,GA,agdpro992i,p0p100,1999,10957563.0,992,i
440,EG,agdpro992i,p0p100,1999,62271.9,992,i
441,MA,agdpro992i,p0p100,1999,33020.4,992,i
442,ST,agdpro992i,p0p100,1999,65720.8,992,i
443,GH,agdpro992i,p0p100,1999,12152.4,992,i
444,ZM,agdpro992i,p0p100,1999,23466.2,992,i
445,GQ,agdpro992i,p0p100,1999,5442133.0,992,i
446,KE,agdpro992i,p0p100,1999,303971.7,992,i
447,AO,agdpro992i,p0p100,1999,1664770.3,992,i
448,CM,agdpro992i,p0p100,1999,1497301.8,992,i
449,ZW,agdpro992i,p0p100,1999,5506.4,992,i
450,KM,agdpro992i,p0p100,1999,1165345.0,992,i
451,RW,agdpro992i,p0p100,1999,609671.9,992,i
452,NG,agdpro992i,p0p100,1999,912707.8,992,i
453,TZ,agdpro992i,p0p100,1999,2997166.0,992,i
454,UG,agdpro992i,p0p100,1999,3864880.3,992,i
455,MR,agdpro992i,p0p100,1999,78255.2,992,i
456,SC,npopul999i,p0p100,1999,79897.0,999,i
457,MU,npopul999i,p0p100,1999,1175574.0,999,i
458,DZ,npopul999i,p0p100,1999,30623406.0,999,i
459,TN,npopul999i,p0p100,1999,9613588.0,999,i
460,BW,npopul999i,p0p100,1999,1610264.0,999,i
461,LY,npopul999i,p0p100,1999,5275926.0,999,i
462,ZA,npopul999i,p0p100,1999,42821600.0,999,i
463,GA,npopul999i,p0p100,1999,1199052.0,999,i
464,EG,npopul999i,p0p100,1999,67515592.0,999,i
465,MA,npopul999i,p0p100,1999,28455508.0,999,i
466,ST,npopul999i,p0p100,1999,139959.0,999,i
467,GH,npopul999i,p0p100,1999,18812360.0,999,i
468,ZM,npopul999i,p0p100,1999,10140561.0,999,i
469,GQ,npopul999i,p0p100,1999,581770.0,999,i
470,KE,npopul999i,p0p100,1999,31098756.0,999,i
471,AO,npopul999i,p0p100,1999,15866869.0,999,i
472,CM,npopul999i,p0p100,1999,15112592.0,999,i
473,ZW,npopul999i,p0p100,1999,11822719.0,999,i
474,KM,npopul999i,p0p100,1999,528848.0,999,i
475,RW,npopul999i,p0p100,1999,7501234.0,999,i
476,NG,npopul999i,p0p100,1999,119260064.0,999,i
477,TZ,npopul999i,p0p100,1999,31793238.0,999,i
478,UG,npopul999i,p0p100,1999,22952410.0,999,i
479,MR,npopul999i,p0p100,1999,2561585.0,999,i
