,country,variable,percentile,year,value,age,pop
1017,MA,agdpro992i,p0p100,2000,32855.4,992,i
1018,ST,agdpro992i,p0p100,2000,64167.6,992,i
1019,GH,agdpro992i,p0p100,2000,12245.2,992,i
1020,ZM,agdpro992i,p0p100,2000,23664.3,992,i
1021,GQ,agdpro992i,p0p100,2000,6112876.5,992,i
1022,KE,agdpro992i,p0p100,2000,295332.2,992,i
1023,AO,agdpro992i,p0p100,2000,1656906.6,992,i
1024,CM,agdpro992i,p0p100,2000,1503866.0,992,i
1025,ZW,agdpro992i,p0p100,2000,5280.7,992,i
1026,KM,agdpro992i,p0p100,2000,1252190.3,992,i
1027,RW,agdpro992i,p0p100,2000,631878.4,992,i
1028,NG,agdpro992i,p0p100,2000,931551.6,992,i
1029,TZ,agdpro992i,p0p100,2000,3049523.5,992,i
1030,UG,agdpro992i,p0p100,2000,3917917.3,992,i
1031,MR,agdpro992i,p0p100,2000,75596.1,992,i
1032,SC,npopul999i,p0p100,2000,80996.0,999,i
1033,MU,npopul999i,p0p100,2000,1185145.0,999,i
1034,DZ,npopul999i,p0p100,2000,31042236.0,999,i
1035,TN,npopul999i,p0p100,2000,9708350.0,999,i
1036,BW,npopul999i,p0p100,2000,1643334.0,999,i
1037,LY,npopul999i,p0p100,2000,5357891.0,999,i
1038,ZA,npopul999i,p0p100,2000,43695928.0,999,i
1039,GA,npopul999i,p0p100,2000,1228360.0,999,i
1040,EG,npopul999i,p0p100,2000,68831560.0,999,i
1041,MA,npopul999i,p0p100,2000,28793680.0,999,i
1042,ST,npopul999i,p0p100,2000,142262.0,999,i
1043,GH,npopul999i,p0p100,2000,19278856.0,999,i
1044,ZM,npopul999i,p0p100,2000,10415944.0,999,i
1045,GQ,npopul999i,p0p100,2000,606181.0,999,i
1046,KE,npopul999i,p0p100,2000,31964556.0,999,i
1047,AO,npopul999i,p0p100,2000,16395473.0,999,i
1048,CM,npopul999i,p0p100,2000,15513945.0,999,i
1049,ZW,npopul999i,p0p100,2000,11881477.0,999,i
1050,KM,npopul999i,p0p100,2000,542357.0,999,i
1051,RW,npopul999i,p0p100,2000,7933681.0,999,i
1052,NG,npopul999i,p0p100,2000,122283848.0,999,i
1053,TZ,npopul999i,p0p100,2000,32583180.0,999,i
1054,UG,npopul999i,p0p100,2000,23650172.0,999,i
1055,MR,npopul999i,p0p100,2000,2630219.0,999,i
1056,SC,sptinc992j,p99p100,2000,0.2206,992,j
1057,MU,sptinc992j,p99p100,2000,0.1374,992,j
1058,DZ,sptinc992j,p99p100,2000,0.1125,992,j
1059,TN,sptinc992j,p99p100,2000,0.1604,992,j
1060,BW,sptinc992j,p99p100,2000,0.297,992,j
1061,LY,sptinc992j,p99p100,2000,0.1409,992,j
1062,ZA,sptinc992j,p99p100,2000,0.1544,992,j
1063,GA,sptinc992j,p99p100,2000,0.1714,992,j
1064,EG,sptinc992j,p99p100,2000,0.1894,992,j
1065,MA,sptinc992j,p99p100,2000,0.16,992,j
1066,ST,sptinc992j,p99p100,2000,0.0912,992,j
1067,GH,sptinc992j,p99p100,2000,0.1511,992,j
1068,ZM,sptinc992j,p99p100,2000,0.1988,992,j
1069,GQ,sptinc992j,p99p100,2000,0.1689,992,j
1070,KE,sptinc992j,p99p100,2000,0.1996,992,j
1071,AO,sptinc992j,p99p100,2000,0.2198,992,j
1072,CM,sptinc992j,p99p100,2000,0.1902,992,j
1073,ZW,sptinc992j,p99p100,2000,0.226,992,j
1074,KM,sptinc992j,p99p100,2000,0.2369,992,j
1075,RW,sptinc992j,p99p100,2000,0.2411,992,j
1076,NG,sptinc992j,p99p100,2000,0.1295,992,j
1077,TZ,sptinc992j,p99p100,2000,0.1269,992,j
1078,UG,sptinc992j,p99p100,2000,0.2046,992,j
1079,MR,sptinc992j,p99p100,2000,0.1113,992,j
1080,SC,anninc992i,p0p100,2000,225000.4,992,i
1081,MU,anninc992i,p0p100,2000,325249.2,992,i
1082,DZ,anninc992i,p0p100,2000,619032.3,992,i
1083,TN,anninc992i,p0p100,2000,8984.0,992,i
1084,BW,anninc992i,p0p100,2000,94079.8,992,i
1085,LY,anninc992i,p0p100,2000,20282.2,992,i
1086,ZA,anninc992i,p0p100,2000,99220.8,992,i
1087,GA,anninc992i,p0p100,2000,7570302.0,992,i
1088,EG,anninc992i,p0p100,2000,61805.2,992,i
1089,MA,anninc992i,p0p100,2000,30987.1,992,i
1090,ST,anninc992i,p0p100,2000,59080.1,992,i
1091,GH,anninc992i,p0p100,2000,11292.0,992,i
1092,ZM,anninc992i,p0p100,2000,19665.6,992,i
1093,GQ,anninc992i,p0p100,2000,4936197.5,992,i
1094,KE,anninc992i,p0p100,2000,275624.1,992,i
1095,AO,anninc992i,p0p100,2000,1302786.8,992,i
1096,CM,anninc992i,p0p100,2000,1343265.5,992,i
1097,ZW,anninc992i,p0p100,2000,4707.5,992,i
1098,KM,anninc992i,p0p100,2000,1154225.5,992,i
1099,RW,anninc992i,p0p100,2000,593768.0,992,i
1100,NG,anninc992i,p0p100,2000,858506.3,992,i
1101,TZ,anninc992i,p0p100,2000,2521729.0,992,i
1102,UG,anninc992i,p0p100,2000,3588483.3,992,i
1103,MR,anninc992i,p0p100,2000,70010.9,992,i
1104,SC,agdpro992i,p0p100,2000,258606.5,992,i
1105,MU,agdpro992i,p0p100,2000,329174.4,992,i
1106,DZ,agdpro992i,p0p100,2000,682102.1,992,i
1107,TN,agdpro992i,p0p100,2000,11112.1,992,i
1108,BW,agdpro992i,p0p100,2000,113002.5,992,i
1109,LY,agdpro992i,p0p100,2000,21436.7,992,i
1110,ZA,agdpro992i,p0p100,2000,117362.4,992,i
1111,GA,agdpro992i,p0p100,2000,10453173.0,992,i
1112,EG,agdpro992i,p0p100,2000,64374.6,992,i
1113,MA,agdpro992i,p0p100,2000,32855.4,992,i
1114,ST,agdpro992i,p0p100,2000,64167.6,992,i
1115,GH,agdpro992i,p0p100,2000,12245.2,992,i
1116,ZM,agdpro992i,p0p100,2000,23664.3,992,i
1117,GQ,agdpro992i,p0p100,2000,6112876.5,992,i
1118,KE,agdpro992i,p0p100,2000,295332.2,992,i
1119,AO,agdpro992i,p0p100,2000,1656906.6,992,i
1120,CM,agdpro992i,p0p100,2000,1503866.0,992,i
1121,ZW,agdpro992i,p0p100,2000,5280.7,992,i
1122,KM,agdpro992i,p0p100,2000,1252190.3,992,i
1123,RW,agdpro992i,p0p100,2000,631878.4,992,i
1124,NG,agdpro992i,p0p100,2000,931551.6,992,i
1125,TZ,agdpro992i,p0p100,2000,3049523.5,992,i
1126,UG,agdpro992i,p0p100,2000,3917917.3,992,i
1127,MR,agdpro992i,p0p100,2000,75596.1,992,i
1128,SC,npopul999i,p0p100,2000,80996.0,999,i
1129,MU,npopul999i,p0p100,2000,1185145.0,999,i
1130,DZ,npopul999i,p0p100,2000,31042236.0,999,i
1131,TN,npopul999i,p0p100,2000,9708350.0,999,i
1132,BW,npopul999i,p0p100,2000,1643334.0,999,i
1133,LY,npopul999i,p0p100,2000,5357891.0,999,i
1134,ZA,npopul999i,p0p100,2000,43695928.0,999,i
1135,GA,npopul999i,p0p100,2000,1228360.0,999,i
1136,EG,npopul999i,p0p100,2000,68831560.0,999,i
1137,MA,npopul999i,p0p100,2000,28793680.0,999,i
1138,ST,npopul999i,p0p100,2000,142262.0,999,i
1139,GH,npopul999i,p0p100,2000,19278856.0,999,i
1140,ZM,npopul999i,p0p100,2000,10415944.0,999,i
1141,GQ,npopul999i,p0p100,2000,606181.0,999,i
1142,KE,npopul999i,p0p100,2000,31964556.0,999,i
1143,AO,npopul999i,p0p100,2000,16395473.0,999,i
1144,CM,npopul999i,p0p100,2000,15513945.0,999,i
1145,ZW,npopul999i,p0p100,2000,11881477.0,999,i
1146,KM,npopul999i,p0p100,2000,542357.0,999,i
1147,RW,npopul999i,p0p100,2000,7933681.0,999,i
1148,NG,npopul999i,p0p100,2000,122283848.0,999,i
1149,TZ,npopul999i,p0p100,2000,32583180.0,999,i
1150,UG,npopul999i,p0p100,2000,23650172.0,999,i
1151,MR,npopul999i,p0p100,2000,2630219.0,999,i
1152,SC,sptinc992j,p90p100,2001,0.5253,992,j
1153,MU,sptinc992j,p90p100,2001,0.4578,992,j
1154,DZ,sptinc992j,p90p100,2001,0.4104,992,j
1155,TN,sptinc992j,p90p100,2001,0.4815,992,j
1156,BW,sptinc992j,p90p100,2001,0.6956,992,j
1157,LY,sptinc992j,p90p100,2001,0.451,992,j
1158,ZA,sptinc992j,p90p100,2001,0.5466,992,j
1159,GA,sptinc992j,p90p100,2001,0.5078,992,j
1160,EG,sptinc992j,p90p100,2001,0.5022,992,j
1161,MA,sptinc992j,p90p100,2001,0.499,992,j
1162,ST,sptinc992j,p90p100,2001,0.3966,992,j
1163,GH,sptinc992j,p90p100,2001,0.4904,992,j
1164,ZM,sptinc992j,p90p100,2001,0.53,992,j
1165,GQ,sptinc992j,p90p100,2001,0.5124,992,j
1166,KE,sptinc992j,p90p100,2001,0.5483,992,j
1167,AO,sptinc992j,p90p100,2001,0.5695,992,j
1168,CM,sptinc992j,p90p100,2001,0.5178,992,j
1169,ZW,sptinc992j,p90p100,2001,0.5601,992,j
1170,KM,sptinc992j,p90p100,2001,0.6143,992,j
1171,RW,sptinc992j,p90p100,2001,0.6045,992,j
1172,NG,sptinc992j,p90p100,2001,0.4634,992,j
1173,TZ,sptinc992j,p90p100,2001,0.46,992,j
1174,UG,sptinc992j,p90p100,2001,0.5533,992,j
1175,MR,sptinc992j,p90p100,2001,0.4686,992,j
1176,SC,anninc992i,p0p100,2001,213223.3,992,i
1177,MU,anninc992i,p0p100,2001,338419.5,992,i
1178,DZ,anninc992i,p0p100,2001,612193.8,992,i
1179,TN,anninc992i,p0p100,2001,9267.0,992,i
1180,BW,anninc992i,p0p100,2001,94185.0,992,i
1181,LY,anninc992i,p0p100,2001,18985.1,992,i
1182,ZA,anninc992i,p0p100,2001,101079.4,992,i
1183,GA,anninc992i,p0p100,2001,7748428.5,992,i
1184,EG,anninc992i,p0p100,2001,62922.4,992,i
1185,MA,anninc992i,p0p100,2001,32535.0,992,i
1186,ST,anninc992i,p0p100,2001,59250.8,992,i
1187,GH,anninc992i,p0p100,2001,11434.5,992,i
1188,ZM,anninc992i,p0p100,2001,20676.0,992,i
1189,GQ,anninc992i,p0p100,2001,7823595.0,992,i
1190,KE,anninc992i,p0p100,2001,279509.4,992,i
1191,AO,anninc992i,p0p100,2001,1326691.1,992,i
1192,CM,anninc992i,p0p100,2001,1388309.4,992,i
1193,ZW,anninc992i,p0p100,2001,5010.9,992,i
1194,KM,anninc992i,p0p100,2001,1144144.6,992,i
1195,RW,anninc992i,p0p100,2001,619256.6,992,i
1196,NG,anninc992i,p0p100,2001,892088.6,992,i
1197,TZ,anninc992i,p0p100,2001,2550114.5,992,i
1198,UG,anninc992i,p0p100,2001,3705993.8,992,i
1199,MR,anninc992i,p0p100,2001,69143.1,992,i
1200,SC,agdpro992i,p0p100,2001,243775.9,992,i
1201,MU,agdpro992i,p0p100,2001,337404.2,992,i
1202,DZ,agdpro992i,p0p100,2001,678482.1,992,i
1203,TN,agdpro992i,p0p100,2001,11283.3,992,i
1204,BW,agdpro992i,p0p100,2001,109768.4,992,i
1205,LY,agdpro992i,p0p100,2001,20425.2,992,i
1206,ZA,agdpro992i,p0p100,2001,119733.2,992,i
1207,GA,agdpro992i,p0p100,2001,10377882.0,992,i
1208,EG,agdpro992i,p0p100,2001,64843.1,992,i
1209,MA,agdpro992i,p0p100,2001,34328.9,992,i
1210,ST,agdpro992i,p0p100,2001,64376.9,992,i
1211,GH,agdpro992i,p0p100,2001,12374.6,992,i
1212,ZM,agdpro992i,p0p100,2001,24312.5,992,i
1213,GQ,agdpro992i,p0p100,2001,9551679.0,992,i
1214,KE,agdpro992i,p0p100,2001,297009.0,992,i
1215,AO,agdpro992i,p0p100,2001,1670864.3,992,i
1216,CM,agdpro992i,p0p100,2001,1524697.3,992,i
1217,ZW,agdpro992i,p0p100,2001,5315.0,992,i
1218,KM,agdpro992i,p0p100,2001,1243410.5,992,i
1219,RW,agdpro992i,p0p100,2001,658654.4,992,i
1220,NG,agdpro992i,p0p100,2001,961498.0,992,i
1221,TZ,agdpro992i,p0p100,2001,3148444.5,992,i
1222,UG,agdpro992i,p0p100,2001,4071176.5,992,i
1223,MR,agdpro992i,p0p100,2001,74694.4,992,i
1224,SC,npopul999i,p0p100,2001,82414.0,999,i
1225,MU,npopul999i,p0p100,2001,1193917.0,999,i
1226,DZ,npopul999i,p0p100,2001,31451514.0,999,i
1227,TN,npopul999i,p0p100,2001,9793903.0,999,i
1228,BW,npopul999i,p0p100,2001,1674678.0,999,i
1229,LY,npopul999i,p0p100,2001,5443248.0,999,i
1230,ZA,npopul999i,p0p100,2001,44552396.0,999,i
1231,GA,npopul999i,p0p100,2001,1258003.0,999,i
1232,EG,npopul999i,p0p100,2001,70152664.0,999,i
1233,MA,npopul999i,p0p100,2001,29126330.0,999,i
1234,ST,npopul999i,p0p100,2001,144755.0,999,i
1235,GH,npopul999i,p0p100,2001,19756928.0,999,i
1236,ZM,npopul999i,p0p100,2001,10692193.0,999,i
1237,GQ,npopul999i,p0p100,2001,631666.0,999,i
1238,KE,npopul999i,p0p100,2001,32848564.0,999,i
1239,AO,npopul999i,p0p100,2001,16945752.0,999,i
1240,CM,npopul999i,p0p100,2001,15928910.0,999,i
1241,ZW,npopul999i,p0p100,2001,11923914.0,999,i
1242,KM,npopul999i,p0p100,2001,555888.0,999,i
1243,RW,npopul999i,p0p100,2001,8231156.0,999,i
1244,NG,npopul999i,p0p100,2001,125394048.0,999,i
1245,TZ,npopul999i,p0p100,2001,33441856.0,999,i
1246,UG,npopul999i,p0p100,2001,24388968.0,999,i
1247,MR,npopul999i,p0p100,2001,2702400.0,999,i
1248,SC,sptinc992j,p50p90,2001,0.3525,992,j
1249,MU,sptinc992j,p50p90,2001,0.3901,992,j
1250,DZ,sptinc992j,p50p90,2001,0.4225,992,j
1251,TN,sptinc992j,p50p90,2001,0.3862,992,j
1252,BW,sptinc992j,p50p90,2001,0.2543,992,j
1253,LY,sptinc992j,p50p90,2001,0.3935,992,j
1254,ZA,sptinc992j,p50p90,2001,0.3519,992,j
1255,GA,sptinc992j,p50p90,2001,0.367,992,j
1256,EG,sptinc992j,p50p90,2001,0.3379,992,j
1257,MA,sptinc992j,p50p90,2001,0.3711,992,j
1258,ST,sptinc992j,p50p90,2001,0.4344,992,j
1259,GH,sptinc992j,p50p90,2001,0.3805,992,j
1260,ZM,sptinc992j,p50p90,2001,0.352,992,j
1261,GQ,sptinc992j,p50p90,2001,0.3686,992,j
1262,KE,sptinc992j,p50p90,2001,0.341,992,j
1263,AO,sptinc992j,p50p90,2001,0.3352,992,j
1264,CM,sptinc992j,p50p90,2001,0.3584,992,j
1265,ZW,sptinc992j,p50p90,2001,0.3349,992,j
1266,KM,sptinc992j,p50p90,2001,0.2975,992,j
1267,RW,sptinc992j,p50p90,2001,0.2965,992,j
1268,NG,sptinc992j,p50p90,2001,0.4053,992,j
1269,TZ,sptinc992j,p50p90,2001,0.3954,992,j
1270,UG,sptinc992j,p50p90,2001,0.3309,992,j
1271,MR,sptinc992j,p50p90,2001,0.3941,992,j
1272,SC,anninc992i,p0p100,2001,213223.3,992,i
1273,MU,anninc992i,p0p100,2001,338419.5,992,i
1274,DZ,anninc992i,p0p100,2001,612193.8,992,i
1275,TN,anninc992i,p0p100,2001,9267.0,992,i
1276,BW,anninc992i,p0p100,2001,94185.0,992,i
1277,LY,anninc992i,p0p100,2001,18985.1,992,i
1278,ZA,anninc992i,p0p100,2001,101079.4,992,i
1279,GA,anninc992i,p0p100,2001,7748428.5,992,i
1280,EG,anninc992i,p0p100,2001,62922.4,992,i
1281,MA,anninc992i,p0p100,2001,32535.0,992,i
1282,ST,anninc992i,p0p100,2001,59250.8,992,i
1283,GH,anninc992i,p0p100,2001,11434.5,992,i
1284,ZM,anninc992i,p0p100,2001,20676.0,992,i
1285,GQ,anninc992i,p0p100,2001,7823595.0,992,i
1286,KE,anninc992i,p0p100,2001,279509.4,992,i
1287,AO,anninc992i,p0p100,2001,1326691.1,992,i
1288,CM,anninc992i,p0p100,2001,1388309.4,992,i
1289,ZW,anninc992i,p0p100,2001,5010.9,992,i
1290,KM,anninc992i,p0p100,2001,1144144.6,992,i
1291,RW,anninc992i,p0p100,2001,619256.6,992,i
1292,NG,anninc992i,p0p100,2001,892088.6,992,i
1293,TZ,anninc992i,p0p100,2001,2550114.5,992,i
1294,UG,anninc992i,p0p100,2001,3705993.8,992,i
1295,MR,anninc992i,p0p100,2001,69143.1,992,i
1296,SC,agdpro992i,p0p100,2001,243775.9,992,i
1297,MU,agdpro992i,p0p100,2001,337404.2,992,i
1298,DZ,agdpro992i,p0p100,2001,678482.1,992,i
1299,TN,agdpro992i,p0p100,2001,11283.3,992,i
1300,BW,agdpro992i,p0p100,2001,109768.4,992,i
1301,LY,agdpro992i,p0p100,2001,20425.2,992,i
1302,ZA,agdpro992i,p0p100,2001,119733.2,992,i
1303,GA,agdpro992i,p0p100,2001,10377882.0,992,i
1304,EG,agdpro992i,p0p100,2001,64843.1,992,i
1305,MA,agdpro992i,p0p100,2001,34328.9,992,i
1306,ST,agdpro992i,p0p100,2001,64376.9,992,i
1307,GH,agdpro992i,p0p100,2001,12374.6,992,i
1308,ZM,agdpro992i,p0p100,2001,24312.5,992,i
1309,GQ,agdpro992i,p0p100,2001,9551679.0,992,i
1310,KE,agdpro992i,p0p100,2001,297009.0,992,i
1311,AO,agdpro992i,p0p100,2001,1670864.3,992,i
1312,CM,agdpro992i,p0p100,2001,1524697.3,992,i
1313,ZW,agdpro992i,p0p100,2001,5315.0,992,i
1314,KM,agdpro992i,p0p100,2001,1243410.5,992,i
1315,RW,agdpro992i,p0p100,2001,658654.4,992,i
1316,NG,agdpro992i,p0p100,2001,961498.0,992,i
1317,TZ,agdpro992i,p0p100,2001,3148444.5,992,i
1318,UG,agdpro992i,p0p100,2001,4071176.5,992,i
1319,MR,agdpro992i,p0p100,2001,74694.4,992,i
1320,SC,npopul999i,p0p100,2001,82414.0,999,i
1321,MU,npopul999i,p0p100,2001,1193917.0,999,i
1322,DZ,npopul999i,p0p100,2001,31451514.0,999,i
1323,TN,npopul999i,p0p100,2001,9793903.0,999,i
1324,BW,npopul999i,p0p100,2001,1674678.0,999,i
1325,LY,npopul999i,p0p100,2001,5443248.0,999,i
1326,ZA,npopul999i,p0p100,2001,44552396.0,999,i
1327,GA,npopul999i,p0p100,2001,1258003.0,999,i
1328,EG,npopul999i,p0p100,2001,70152664.0,999,i
1329,MA,npopul999i,p0p100,2001,29126330.0,999,i
1330,ST,npopul999i,p0p100,2001,144755.0,999,i
1331,GH,npopul999i,p0p100,2001,19756928.0,999,i
1332,ZM,npopul999i,p0p100,2001,10692193.0,999,i
1333,GQ,npopul999i,p0p100,2001,631666.0,999,i
1334,KE,npopul999i,p0p100,2001,32848564.0,999,i
1335,AO,npopul999i,p0p100,2001,16945752.0,999,i
1336,CM,npopul999i,p0p100,2001,15928910.0,999,i
1337,ZW,npopul999i,p0p100,2001,11923914.0,999,i
1338,KM,npopul999i,p0p100,2001,555888.0,999,i
1339,RW,npopul999i,p0p100,2001,8231156.0,999,i
1340,NG,npopul999i,p0p100,2001,125394048.0,999,i
1341,TZ,npopul999i,p0p100,2001,33441856.0,999,i
1342,UG,npopul999i,p0p100,2001,24388968.0,999,i
1343,MR,npopul999i,p0p100,2001,2702400.0,999,i
1344,SC,sptinc992j,p0p50,2001,0.1222,992,j
1345,MU,sptinc992j,p0p50,2001,0.152,992,j
1346,DZ,sptinc992j,p0p50,2001,0.1671,992,j
1347,TN,sptinc992j,p0p50,2001,0.1322,992,j
1348,BW,sptinc992j,p0p50,2001,0.0502,992,j
1349,LY,sptinc992j,p0p50,2001,0.1555,992,j
1350,ZA,sptinc992j,p0p50,2001,0.1015,992,j
1351,GA,sptinc992j,p0p50,2001,0.1251,992,j
1352,EG,sptinc992j,p0p50,2001,0.1599,992,j
1353,MA,sptinc992j,p0p50,2001,0.1299,992,j
1354,ST,sptinc992j,p0p50,2001,0.1691,992,j
1355,GH,sptinc992j,p0p50,2001,0.1291,992,j
1356,ZM,sptinc992j,p0p50,2001,0.118,992,j
1357,GQ,sptinc992j,p0p50,2001,0.119,992,j
1358,KE,sptinc992j,p0p50,2001,0.1107,992,j
1359,AO,sptinc992j,p0p50,2001,0.0953,992,j
1360,CM,sptinc992j,p0p50,2001,0.1238,992,j
1361,ZW,sptinc992j,p0p50,2001,0.105,992,j
1362,KM,sptinc992j,p0p50,2001,0.0883,992,j
1363,RW,sptinc992j,p0p50,2001,0.0991,992,j
1364,NG,sptinc992j,p0p50,2001,0.1313,992,j
1365,TZ,sptinc992j,p0p50,2001,0.1446,992,j
1366,UG,sptinc992j,p0p50,2001,0.1158,992,j
1367,MR,sptinc992j,p0p50,2001,0.1373,992,j
1368,SC,anninc992i,p0p100,2001,213223.3,992,i
1369,MU,anninc992i,p0p100,2001,338419.5,992,i
1370,DZ,anninc992i,p0p100,2001,612193.8,992,i
1371,TN,anninc992i,p0p100,2001,9267.0,992,i
1372,BW,anninc992i,p0p100,2001,94185.0,992,i
1373,LY,anninc992i,p0p100,2001,18985.1,992,i
1374,ZA,anninc992i,p0p100,2001,101079.4,992,i
1375,GA,anninc992i,p0p100,2001,7748428.5,992,i
1376,EG,anninc992i,p0p100,2001,62922.4,992,i
1377,MA,anninc992i,p0p100,2001,32535.0,992,i
1378,ST,anninc992i,p0p100,2001,59250.8,992,i
1379,GH,anninc992i,p0p100,2001,11434.5,992,i
1380,ZM,anninc992i,p0p100,2001,20676.0,992,i
1381,GQ,anninc992i,p0p100,2001,7823595.0,992,i
1382,KE,anninc992i,p0p100,2001,279509.4,992,i
1383,AO,anninc992i,p0p100,2001,1326691.1,992,i
1384,CM,anninc992i,p0p100,2001,1388309.4,992,i
1385,ZW,anninc992i,p0p100,2001,5010.9,992,i
1386,KM,anninc992i,p0p100,2001,1144144.6,992,i
1387,RW,anninc992i,p0p100,2001,619256.6,992,i
1388,NG,anninc992i,p0p100,2001,892088.6,992,i
1389,TZ,anninc992i,p0p100,2001,2550114.5,992,i
1390,UG,anninc992i,p0p100,2001,3705993.8,992,i
1391,MR,anninc992i,p0p100,2001,69143.1,992,i
1392,SC,agdpro992i,p0p100,2001,243775.9,992,i
1393,MU,agdpro992i,p0p100,2001,337404.2,992,i
1394,DZ,agdpro992i,p0p100,2001,678482.1,992,i
1395,TN,agdpro992i,p0p100,2001,11283.3,992,i
1396,BW,agdpro992i,p0p100,2001,109768.4,992,i
1397,LY,agdpro992i,p0p100,2001,20425.2,992,i
1398,ZA,agdpro992i,p0p100,2001,119733.2,992,i
1399,GA,agdpro992i,p0p100,2001,10377882.0,992,i
1400,EG,agdpro992i,p0p100,2001,64843.1,992,i
1401,MA,agdpro992i,p0p100,2001,34328.9,992,i
1402,ST,agdpro992i,p0p100,2001,64376.9,992,i
1403,GH,agdpro992i,p0p100,2001,12374.6,992,i
1404,ZM,agdpro992i,p0p100,2001,24312.5,992,i
1405,GQ,agdpro992i,p0p100,2001,9551679.0,992,i
1406,KE,agdpro992i,p0p100,2001,297009.0,992,i
1407,AO,agdpro992i,p0p100,2001,1670864.3,992,i
1408,CM,agdpro992i,p0p100,2001,1524697.3,992,i
1409,ZW,agdpro992i,p0p100,2001,5315.0,992,i
1410,KM,agdpro992i,p0p100,2001,1243410.5,992,i
1411,RW,agdpro992i,p0p100,2001,658654.4,992,i
1412,NG,agdpro992i,p0p100,2001,961498.0,992,i
1413,TZ,agdpro992i,p0p100,2001,3148444.5,992,i
1414,UG,agdpro992i,p0p100,2001,4071176.5,992,i
1415,MR,agdpro992i,p0p100,2001,74694.4,992,i
1416,SC,npopul999i,p0p100,2001,82414.0,999,i
1417,MU,npopul999i,p0p100,2001,1193917.0,999,i
1418,DZ,npopul999i,p0p100,2001,31451514.0,999,i
1419,TN,npopul999i,p0p100,2001,9793903.0,999,i
1420,BW,npopul999i,p0p100,2001,1674678.0,999,i
1421,LY,npopul999i,p0p100,2001,5443248.0,999,i
1422,ZA,npopul999i,p0p100,2001,44552396.0,999,i
1423,GA,npopul999i,p0p100,2001,1258003.0,999,i
1424,EG,npopul999i,p0p100,2001,70152664.0,999,i
1425,MA,npopul999i,p0p100,2001,29126330.0,999,i
1426,ST,npopul999i,p0p100,2001,144755.0,999,i
1427,GH,npopul999i,p0p100,2001,19756928.0,999,i
1428,ZM,npopul999i,p0p100,2001,10692193.0,999,i
1429,GQ,npopul999i,p0p100,2001,631666.0,999,i
1430,KE,npopul999i,p0p100,2001,32848564.0,999,i
1431,AO,npopul999i,p0p100,2001,16945752.0,999,i
1432,CM,npopul999i,p0p100,2001,15928910.0,999,i
1433,ZW,npopul999i,p0p100,2001,11923914.0,999,i
1434,KM,npopul999i,p0p100,2001,555888.0,999,i
1435,RW,npopul999i,p0p100,2001,8231156.0,999,i
1436,NG,npopul999i,p0p100,2001,125394048.0,999,i
1437,TZ,npopul999i,p0p100,2001,33441856.0,999,i
1438,UG,npopul999i,p0p100,2001,24388968.0,999,i
1439,MR,npopul999i,p0p100,2001,2702400.0,999,i
1440,SC,sptinc992j,p99p100,2001,0.2181,992,j
1441,MU,sptinc992j,p99p100,2001,0.1374,992,j
1442,DZ,sptinc992j,p99p100,2001,0.1113,992,j
1443,TN,sptinc992j,p99p100,2001,0.1537,992,j
1444,BW,sptinc992j,p99p100,2001,0.2879,992,j
1445,LY,sptinc992j,p99p100,2001,0.1388,992,j
1446,ZA,sptinc992j,p99p100,2001,0.1617,992,j
1447,GA,sptinc992j,p99p100,2001,0.1714,992,j
1448,EG,sptinc992j,p99p100,2001,0.1864,992,j
1449,MA,sptinc992j,p99p100,2001,0.1617,992,j
1450,ST,sptinc992j,p99p100,2001,0.0911,992,j
1451,GH,sptinc992j,p99p100,2001,0.1525,992,j
1452,ZM,sptinc992j,p99p100,2001,0.1974,992,j
1453,GQ,sptinc992j,p99p100,2001,0.1672,992,j
1454,KE,sptinc992j,p99p100,2001,0.2026,992,j
1455,AO,sptinc992j,p99p100,2001,0.2115,992,j
1456,CM,sptinc992j,p99p100,2001,0.1915,992,j
1457,ZW,sptinc992j,p99p100,2001,0.2213,992,j
1458,KM,sptinc992j,p99p100,2001,0.2505,992,j
1459,RW,sptinc992j,p99p100,2001,0.247,992,j
1460,NG,sptinc992j,p99p100,2001,0.1316,992,j
1461,TZ,sptinc992j,p99p100,2001,0.1318,992,j
1462,UG,sptinc992j,p99p100,2001,0.2156,992,j
1463,MR,sptinc992j,p99p100,2001,0.1253,992,j
1464,SC,anninc992i,p0p100,2001,213223.3,992,i
1465,MU,anninc992i,p0p100,2001,338419.5,992,i
1466,DZ,anninc992i,p0p100,2001,612193.8,992,i
1467,TN,anninc992i,p0p100,2001,9267.0,992,i
1468,BW,anninc992i,p0p100,2001,94185.0,992,i
1469,LY,anninc992i,p0p100,2001,18985.1,992,i
1470,ZA,anninc992i,p0p100,2001,101079.4,992,i
1471,GA,anninc992i,p0p100,2001,7748428.5,992,i
1472,EG,anninc992i,p0p100,2001,62922.4,992,i
1473,MA,anninc992i,p0p100,2001,32535.0,992,i
1474,ST,anninc992i,p0p100,2001,59250.8,992,i
1475,GH,anninc992i,p0p100,2001,11434.5,992,i
1476,ZM,anninc992i,p0p100,2001,20676.0,992,i
1477,GQ,anninc992i,p0p100,2001,7823595.0,992,i
1478,KE,anninc992i,p0p100,2001,279509.4,992,i
1479,AO,anninc992i,p0p100,2001,1326691.1,992,i
1480,CM,anninc992i,p0p100,2001,1388309.4,992,i
